transaction_id,customer_id,Card Type,Card Type2,Card Limit,card_id,purchase_date,purchase_amount,merchant_category,Payment_status,Applied_but_rejected,Rejection_reason
2112,297,NA,NA,,,,,,,Y,Unstable Employment
2113,44,NA,NA,,,,,,,Y,High Debt
2114,855,NA,NA,,,,,,,Y,High Debt
2115,506,NA,NA,,,,,,,Y,Unstable Employment
2116,230,NA,NA,,,,,,,Y,Low Salary
2117,811,NA,NA,,,,,,,Y,Low Salary
2118,158,NA,NA,,,,,,,Y,High Debt
2119,308,NA,NA,,,,,,,Y,Unstable Employment
2120,128,NA,NA,,,,,,,Y,High Debt
2121,428,Silver,Silver,50000,2,19-12-2023,37759,Travel,Paid,N,
2122,30,NA,NA,,,,,,,Y,Low Salary
2123,784,NA,NA,,,,,,,Y,High Debt
2124,505,NA,NA,,,,,,,Y,Low Salary
2125,614,Gold,Gold,100000,3,17-10-2023,29783,Electronics,Paid,N,
2126,890,NA,NA,,,,,,,Y,High Debt
2127,644,NA,NA,,,,,,,Y,Unstable Employment
2128,711,NA,NA,,,,,,,Y,Low Salary
2129,383,Silver,Silver,50000,2,25-03-2023,36351,Fuel,Paid,N,
2130,60,Gold,Gold,100000,3,21-12-2023,35125,Travel,Paid,N,
2131,366,Silver,Silver,50000,2,04-07-2023,1269,Electronics,Default,N,
2132,652,NA,NA,,,,,,,Y,High Debt
2133,50,NA,NA,,,,,,,Y,High Debt
2134,299,Gold,Gold,100000,3,18-11-2023,18306,Travel,Paid,N,
2135,784,NA,NA,,,,,,,Y,Low Salary
2136,614,Silver,Silver,50000,2,11-06-2023,25482,Dining,Paid,N,
2137,278,Platinum,Platinum,300000,4,24-10-2023,3472,Dining,Paid,N,
2138,844,Silver,Silver,50000,2,23-09-2023,18756,Dining,Default,N,
2139,382,NA,NA,,,,,,,Y,Unstable Employment
2140,422,NA,NA,,,,,,,Y,High Debt
2141,167,NA,NA,,,,,,,Y,Low Salary
2142,224,NA,NA,,,,,,,Y,Low CIBIL
2143,516,Gold,Gold,100000,3,14-10-2023,38867,Fuel,Paid,N,
2144,707,card_type,card_type,credit_limit,1,09-02-2023,19153,Groceries,Paid,N,
2145,839,NA,NA,,,,,,,Y,Low CIBIL
2146,18,NA,NA,,,,,,,Y,Unstable Employment
2147,357,Platinum,Platinum,300000,4,13-03-2023,38543,Electronics,Paid,N,
2148,612,Gold,Gold,100000,3,05-06-2023,21633,Groceries,Paid,N,
2149,763,Silver,Silver,50000,2,22-12-2023,39839,Travel,Paid,N,
2150,705,NA,NA,,,,,,,Y,Low CIBIL
2151,315,Silver,Silver,50000,2,10-02-2023,26257,Electronics,Paid,N,
2152,708,NA,NA,,,,,,,Y,Low Salary
2153,80,NA,NA,,,,,,,Y,Low Salary
2154,794,Platinum,Platinum,300000,4,22-01-2023,38340,Travel,Paid,N,
2155,111,NA,NA,,,,,,,Y,Low Salary
2156,813,NA,NA,,,,,,,Y,Low Salary
2157,481,Gold,Gold,100000,3,23-01-2023,42899,Groceries,Paid,N,
2158,309,NA,NA,,,,,,,Y,Low Salary
2159,773,NA,NA,,,,,,,Y,Low Salary
2160,802,NA,NA,,,,,,,Y,Low Salary
2161,617,Silver,Silver,50000,2,13-04-2023,44513,Travel,Paid,N,
2162,687,NA,NA,,,,,,,Y,High Debt
2163,30,NA,NA,,,,,,,Y,Low Salary
2164,150,Gold,Gold,100000,3,28-06-2023,32569,Dining,Paid,N,
2165,165,Silver,Silver,50000,2,04-02-2023,15206,Groceries,Paid,N,
2166,840,NA,NA,,,,,,,Y,Low Salary
2167,542,Silver,Silver,50000,2,25-05-2023,38731,Travel,Paid,N,
2168,773,NA,NA,,,,,,,Y,Low Salary
2169,743,NA,NA,,,,,,,Y,Low Salary
2170,220,NA,NA,,,,,,,Y,Unstable Employment
2171,376,NA,NA,,,,,,,Y,Low CIBIL
2172,451,Silver,Silver,50000,2,01-07-2023,28409,Electronics,Paid,N,
2173,435,Silver,Silver,50000,2,28-07-2023,40718,Groceries,Paid,N,
2174,780,Silver,Silver,50000,2,26-02-2023,11595,Fuel,Paid,N,
2175,140,NA,NA,,,,,,,Y,Unstable Employment
2176,781,Platinum,Platinum,300000,4,13-10-2023,20843,Groceries,Paid,N,
2177,85,NA,NA,,,,,,,Y,High Debt
2178,506,NA,NA,,,,,,,Y,Low Salary
2179,395,Gold,Gold,100000,3,09-06-2023,26969,Electronics,Paid,N,
2180,232,Gold,Gold,100000,3,08-08-2023,1813,Travel,Paid,N,
2181,878,Silver,Silver,50000,2,01-09-2023,8347,Dining,Paid,N,
2182,184,Gold,Gold,100000,3,09-09-2023,9666,Groceries,Paid,N,
2183,406,Platinum,Platinum,300000,4,13-12-2023,10430,Groceries,Paid,N,
2184,123,Gold,Gold,100000,3,22-12-2023,3785,Fuel,Paid,N,
2185,105,Gold,Gold,100000,3,12-04-2023,36363,Dining,Paid,N,
2186,206,NA,NA,,,,,,,Y,Unstable Employment
2187,126,Gold,Gold,100000,3,13-09-2023,17204,Dining,Paid,N,
2188,784,NA,NA,,,,,,,Y,High Debt
2189,775,Gold,Gold,100000,3,08-12-2023,19205,Fuel,Paid,N,
2190,415,Gold,Gold,100000,3,17-03-2023,1055,Electronics,Paid,N,
2191,111,NA,NA,,,,,,,Y,Low Salary
2192,257,Gold,Gold,100000,3,18-11-2023,21823,Travel,Paid,N,
2193,31,NA,NA,,,,,,,Y,Low Salary
2194,756,NA,NA,,,,,,,Y,Low Salary
2195,851,NA,NA,,,,,,,Y,Low Salary
2196,511,Silver,Silver,50000,2,15-07-2023,5932,Fuel,Paid,N,
2197,696,NA,NA,,,,,,,Y,High Debt
2198,157,Gold,Gold,100000,3,19-02-2023,1886,Groceries,Paid,N,
2199,677,NA,NA,,,,,,,Y,Unstable Employment
2200,812,Gold,Gold,100000,3,05-12-2023,44507,Electronics,Paid,N,
2201,503,NA,NA,,,,,,,Y,High Debt
2202,556,NA,NA,,,,,,,Y,High Debt
2203,829,Silver,Silver,50000,2,17-01-2023,11119,Electronics,Paid,N,
2204,122,NA,NA,,,,,,,Y,Unstable Employment
2205,461,NA,NA,,,,,,,Y,High Debt
2206,874,NA,NA,,,,,,,Y,Unstable Employment
2207,454,NA,NA,,,,,,,Y,Unstable Employment
2208,37,NA,NA,,,,,,,Y,Low Salary
2209,182,Gold,Gold,100000,3,26-03-2023,7354,Electronics,Paid,N,
2210,442,Silver,Silver,50000,2,19-07-2023,43464,Electronics,Paid,N,
2211,783,NA,NA,,,,,,,Y,Low Salary
2212,583,NA,NA,,,,,,,Y,Unstable Employment
2213,676,Gold,Gold,100000,3,22-03-2023,49301,Fuel,Paid,N,
2214,58,Platinum,Platinum,300000,4,30-10-2023,8137,Electronics,Paid,N,
2215,632,Gold,Gold,100000,3,26-05-2023,21725,Dining,Paid,N,
2216,63,NA,NA,,,,,,,Y,Low Salary
2217,605,NA,NA,,,,,,,Y,Low Salary
2218,132,NA,NA,,,,,,,Y,High Debt
2219,358,NA,NA,,,,,,,Y,Low Salary
2220,784,NA,NA,,,,,,,Y,High Debt
2221,390,NA,NA,,,,,,,Y,Low Salary
2222,439,Gold,Gold,100000,3,30-07-2023,46230,Dining,Paid,N,
2223,58,Gold,Gold,100000,3,28-11-2023,27239,Dining,Paid,N,
2224,607,Silver,Silver,50000,2,03-02-2023,48208,Dining,Paid,N,
2225,118,NA,NA,,,,,,,Y,High Debt
2226,174,NA,NA,,,,,,,Y,Low Salary
2227,552,Silver,Silver,50000,2,03-12-2023,11118,Electronics,Paid,N,
2228,582,Gold,Gold,100000,3,23-12-2023,37061,Electronics,Paid,N,
2229,603,Silver,Silver,50000,2,13-07-2023,7873,Fuel,Paid,N,
2230,400,NA,NA,,,,,,,Y,High Debt
2231,587,NA,NA,,,,,,,Y,Low Salary
2232,828,Platinum,Platinum,300000,4,12-12-2023,35781,Travel,Paid,N,
2233,345,Gold,Gold,100000,3,08-12-2023,20687,Dining,Paid,N,
2234,171,NA,NA,,,,,,,Y,High Debt
2235,373,NA,NA,,,,,,,Y,Unstable Employment
2236,207,NA,NA,,,,,,,Y,Unstable Employment
2237,651,Silver,Silver,50000,2,02-10-2023,2827,Travel,Paid,N,
2238,295,NA,NA,,,,,,,Y,High Debt
2239,49,Gold,Gold,100000,3,25-07-2023,32891,Travel,Paid,N,
2240,640,NA,NA,,,,,,,Y,Low Salary
2241,735,NA,NA,,,,,,,Y,Low Salary
2242,607,Gold,Gold,100000,3,18-10-2023,42077,Fuel,Paid,N,
2243,487,Platinum,Platinum,300000,4,09-02-2023,19049,Dining,Paid,N,
2244,517,NA,NA,,,,,,,Y,High Debt
2245,444,Silver,Silver,50000,2,25-07-2023,39720,Dining,Paid,N,
2246,640,NA,NA,,,,,,,Y,Unstable Employment
2247,688,Silver,Silver,50000,2,18-11-2023,8142,Fuel,Paid,N,
2248,884,Silver,Silver,50000,2,20-04-2023,14935,Electronics,Paid,N,
2249,275,NA,NA,,,,,,,Y,Unstable Employment
2250,580,NA,NA,,,,,,,Y,Low Salary
2251,535,NA,NA,,,,,,,Y,Low CIBIL
2252,374,Gold,Gold,100000,3,19-03-2023,34260,Dining,Paid,N,
2253,865,Gold,Gold,100000,3,02-02-2023,38692,Travel,Paid,N,
2254,867,Gold,Gold,100000,3,27-05-2023,4881,Travel,Paid,N,
2255,263,NA,NA,,,,,,,Y,Low CIBIL
2256,416,Silver,Silver,50000,2,09-04-2023,31547,Groceries,Paid,N,
2257,252,Platinum,Platinum,300000,4,14-10-2023,20058,Electronics,Paid,N,
2258,433,Silver,Silver,50000,2,20-05-2023,31282,Travel,Paid,N,
2259,30,NA,NA,,,,,,,Y,High Debt
2260,809,NA,NA,,,,,,,Y,High Debt
2261,675,card_type,card_type,credit_limit,1,22-01-2023,5282,Electronics,Paid,N,
2262,802,NA,NA,,,,,,,Y,Low Salary
2263,57,Silver,Silver,50000,2,02-06-2023,26381,Groceries,Paid,N,
2264,417,NA,NA,,,,,,,Y,High Debt
2265,688,Silver,Silver,50000,2,13-03-2023,40728,Travel,Paid,N,
2266,115,NA,NA,,,,,,,Y,Low Salary
2267,535,NA,NA,,,,,,,Y,High Debt
2268,509,Silver,Silver,50000,2,04-03-2023,29909,Dining,Paid,N,
2269,338,Platinum,Platinum,300000,4,01-05-2023,19962,Electronics,Paid,N,
2270,224,NA,NA,,,,,,,Y,Low CIBIL
2271,110,NA,NA,,,,,,,Y,Low CIBIL
2272,220,NA,NA,,,,,,,Y,High Debt
2273,451,Gold,Gold,100000,3,29-10-2023,3483,Groceries,Paid,N,
2274,503,NA,NA,,,,,,,Y,High Debt
2275,717,NA,NA,,,,,,,Y,Low Salary
2276,325,Gold,Gold,100000,3,07-05-2023,32433,Dining,Paid,N,
2277,804,NA,NA,,,,,,,Y,Low CIBIL
2278,372,Gold,Gold,100000,3,07-06-2023,47450,Groceries,Paid,N,
2279,661,NA,NA,,,,,,,Y,Low Salary
2280,862,NA,NA,,,,,,,Y,Low Salary
2281,708,NA,NA,,,,,,,Y,Low CIBIL
2282,260,NA,NA,,,,,,,Y,Unstable Employment
2283,317,NA,NA,,,,,,,Y,High Debt
2284,832,NA,NA,,,,,,,Y,Low Salary
2285,548,NA,NA,,,,,,,Y,Low CIBIL
2286,879,Gold,Gold,100000,3,21-07-2023,3023,Dining,Paid,N,
2287,309,NA,NA,,,,,,,Y,Low Salary
2288,843,NA,NA,,,,,,,Y,Low CIBIL
2289,305,NA,NA,,,,,,,Y,Low CIBIL
2290,881,NA,NA,,,,,,,Y,Low CIBIL
2291,450,Platinum,Platinum,300000,4,26-11-2023,10177,Electronics,Paid,N,
2292,809,NA,NA,,,,,,,Y,Low Salary
2293,281,Silver,Silver,50000,2,09-09-2023,10792,Electronics,Paid,N,
2294,755,Gold,Gold,100000,3,20-06-2023,15589,Electronics,Paid,N,
2295,898,Gold,Gold,100000,3,24-12-2023,5081,Dining,Paid,N,
2296,519,Silver,Silver,50000,2,05-11-2023,12407,Fuel,Paid,N,
2297,756,NA,NA,,,,,,,Y,High Debt
2298,465,NA,NA,,,,,,,Y,Low Salary
2299,781,Gold,Gold,100000,3,05-04-2023,6109,Electronics,Paid,N,
2300,811,NA,NA,,,,,,,Y,Low CIBIL
1018,646,NA,NA,,,,,,,Y,Low Salary
1684,278,Gold,Gold,100000,3,05-01-2023,15342,Groceries,Paid,N,
780,158,NA,NA,,,,,,,Y,Unstable Employment
960,382,NA,NA,,,,,,,Y,Low Salary
1546,237,NA,NA,,,,,,,Y,Low Salary
1168,805,NA,NA,,,,,,,Y,Low Salary
593,403,Gold,Gold,100000,3,21-04-2023,46217,Fuel,Paid,N,
432,79,Silver,Silver,50000,2,10-04-2023,25070,Dining,Paid,N,
1851,68,NA,NA,,,,,,,Y,High Debt
2,26,NA,NA,,,,,,,Y,High Debt
79,803,Gold,Gold,100000,3,23-12-2023,36154,Fuel,Paid,N,
1629,547,Gold,Gold,100000,3,11-06-2023,34706,Fuel,Paid,N,
608,522,NA,NA,,,,,,,Y,Unstable Employment
1969,659,NA,NA,,,,,,,Y,High Debt
261,674,NA,NA,,,,,,,Y,Unstable Employment
321,621,Gold,Gold,100000,3,27-05-2023,12661,Travel,Paid,N,
314,602,NA,NA,,,,,,,Y,High Debt
1555,187,NA,NA,,,,,,,Y,Low CIBIL
857,200,NA,NA,,,,,,,Y,Unstable Employment
2225,118,NA,NA,,,,,,,Y,High Debt
851,524,Gold,Gold,100000,3,12-03-2023,13600,Fuel,Paid,N,
130,826,Silver,Silver,50000,2,05-02-2023,20816,Dining,Paid,N,
2051,553,Gold,Gold,100000,3,25-10-2023,42394,Travel,Paid,N,
1918,592,NA,NA,,,,,,,Y,High Debt
2223,58,Gold,Gold,100000,3,28-11-2023,27239,Dining,Paid,N,
971,239,NA,NA,,,,,,,Y,High Debt
2196,511,Silver,Silver,50000,2,15-07-2023,5932,Fuel,Paid,N,
1974,759,Silver,Silver,50000,2,19-01-2023,28614,Travel,Paid,N,
1530,135,NA,NA,,,,,,,Y,Low CIBIL
1973,827,Gold,Gold,100000,3,02-10-2023,31305,Travel,Paid,N,
